numGenerations,numNets,numGamesPerNet,netHiddenLayerSize,chMode,treeDepth
1000,200,10,16,h,2

0,892.794,6724
1,977.912,5704
2,1037.42,5016
3,1092.57,6756
4,1116.84,5304
5,1198.3,5708
6,1224.36,6260
7,1222.15,6344
8,1266.2,6408
9,1284.45,6916
10,1330.73,8800
11,1298.92,6140
12,1346.86,6304
13,1336.22,5912
14,1403.78,6936
15,1398.67,6948
16,1405.78,7708
17,1417.95,6284
18,1479.22,7444
19,1499.78,7084
20,1511.76,6160
21,1490.28,7128
22,1539.1,8124
23,1553.73,7296
24,1624.68,7192
25,1610.6,6840
26,1620.76,6920
27,1646.76,10668
28,1689.16,7068
29,1679.45,7820
30,1681.18,7152
31,1741.82,6992
32,1705.8,7060
33,1760.83,7588
34,1782.74,11472
35,1848.75,9708
36,1865.06,8884
37,1843.72,7596
38,1885.86,7128
39,1818.93,7088
40,1876.58,12008
41,1856.84,8660
42,1909.06,8888
43,1933.75,7028
44,1894.85,8136
45,2014.42,11524
46,1973.22,10368
47,2038.22,7320
48,2011.89,7904
49,2100.48,7288
50,2102.13,7312
51,2042.95,10064
52,2195.19,12184
53,2080.07,7292
54,2077.43,7140
55,2054.59,10500
56,2067.36,7352
57,2109.91,8492
58,2158.12,11472
59,2170.84,8652
60,2174.82,8404
61,2227.2,8248
62,2174.99,8552
63,2246.39,10200
64,2068.03,11124
65,2236.56,10124
66,2177.19,11568
67,2255.73,11452
68,2221.72,10428
69,2276.67,10168
70,2262.32,11192
71,2252.01,10660
72,2319.02,8036
73,2352.6,10232
74,2352.31,9872
75,2374.62,11356
76,2345.19,10528
77,2393.42,10692
78,2401.96,10928
79,2308.61,10452
80,2405.28,11472
81,2279.08,10444
82,2306.11,12228
83,2335.45,11444
84,2333.29,11096
85,2462.01,10092
86,2466.79,9620
87,2430.18,10808
88,2469.68,10872
89,2456.12,12852
90,2426.36,10936
91,2529.68,14588
92,2555.53,15044
93,2477.04,12324
94,2454.33,11916
95,2519.17,12180
96,2469.44,10020
97,2429.92,12172
98,2510.46,11044
99,2449.79,12272
