numGenerations,numNets,numGamesPerNet,netHiddenLayerSize,chMode,treeDepth
1000,100,10,16,h,2

0,864.656,4588
1,992.104,3868
2,1056.41,5600
3,1172.48,6484
4,1217.24,5692
5,1233.56,5404
6,1294.57,6028
7,1303.41,6460
8,1385.72,5840
9,1520.46,6332
10,1540.62,7076
11,1627.94,11212
12,1642.32,6608
13,1649.26,6560
14,1671.04,7324
15,1712.71,6428
16,1707.45,7944
17,1721.83,7140
18,1736.29,7172
19,1855.26,7676
20,1941.79,7668
21,1965.51,8024
22,1911.9,6772
23,2015.45,7372
24,2058.65,8816
25,2126.24,7420
26,2146.28,7440
27,2139.84,8452
28,2126.8,7436
29,2289.71,7428
30,2245.28,7392
31,2276.32,7784
32,2226.88,9084
33,2229.72,10856
34,2313.98,7840
35,2361.19,8744
36,2368.62,9352
37,2475.62,11428
38,2496.34,7532
39,2488.56,7540
40,2640.68,12208
41,2596.06,10232
42,2539.39,9020
43,2544.96,11652
44,2644.25,12584
45,2631.26,8832
46,2548.1,9436
47,2582.06,10564
48,2620.62,10112
49,2602.19,10728
50,2699.14,9092
51,2550.24,10696
52,2603.26,8100
53,2565.02,10056
54,2650.22,10800
55,2648.65,10844
56,2575.18,10332
57,2591.82,9368
58,2769.64,8600
59,2659.66,11560
60,2639.09,12220
61,2630.21,11540
62,2621.91,8616
63,2681.57,10812
64,2666.1,10668
65,2680.57,11588
66,2675.74,9828
67,2745.51,9628
68,2790.32,10824
69,2770.31,14480
70,2987.84,10260
71,2875.24,12452
72,2867.6,10460
73,2975.42,12272
74,3029.98,12104
75,2861.9,12184
76,2996.93,11196
77,2945.71,14332
78,3008.5,12680
79,3018,12800
80,3006.44,11300
81,3036.44,12240
82,3011.62,16136
83,3024.27,16080
84,3063.68,11352
85,3013.96,12212
86,3099.82,12776
87,2984.03,12584
88,3122.06,12016
89,3041.72,9792
90,3124.25,11324
91,3136.52,11620
92,2941.88,12604
93,3138.58,14284
94,3183.68,12272
95,3071.66,14520
96,3084.73,13520
97,3112.29,11088
98,3101.08,12224
99,3134.72,10392
100,3160.17,12204
101,3084.1,11288
102,3169.08,12100
